overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,years_at_club,contract_years_remaining,is_loaned,nationality_freq,league_freq,preferred_foot_Right,position_group_DEF,position_group_MID
60,73,575000,1000,21,185,75,1.0,3,2,1,59.0,31.0,43.0,48.0,60.0,65.0,35,26,54,53,30,50,36,29,43,40,53,64,56,56,58,48,60,61,70,22,59,60,24,39,43,49,60,62,61,0.5726027397260274,1.0,0,41,714,True,True,False
53,62,200000,500,18,178,70,1.0,3,3,1,72.0,46.0,49.0,57.0,39.0,41.0,45,48,40,52,34,56,42,39,50,53,71,72,73,48,72,47,38,53,38,42,36,39,45,50,43,50,33,47,36,0.8821917808219178,0.0,0,323,229,True,False,True
54,59,170000,1000,21,173,66,1.0,3,2,1,67.0,55.0,49.0,59.0,18.0,45.0,47,58,48,54,53,57,48,43,42,59,71,64,76,42,79,51,51,46,49,56,31,15,48,51,54,45,13,15,13,0.20273972602739726,3.0,0,99,888,True,False,False
62,72,825000,950,21,193,85,2.0,2,2,1,65.0,26.0,42.0,47.0,60.0,70.0,33,21,58,56,30,40,33,22,42,55,64,65,48,51,48,34,74,58,80,26,61,56,32,34,34,50,61,62,64,0.10410958904109589,3.0,0,833,430,True,True,False
58,66,425000,900,23,176,67,1.0,3,2,1,68.0,31.0,38.0,55.0,54.0,54.0,48,28,40,38,33,52,30,33,31,50,69,68,72,60,74,35,46,70,50,29,47,52,51,35,30,45,57,55,57,0.6821917808219178,5.0,0,365,382,True,True,False
56,75,350000,500,17,180,71,4.0,3,2,1,67.0,53.0,50.0,56.0,23.0,46.0,52,53,44,52,50,54,46,44,46,55,68,67,63,54,66,56,47,41,50,51,41,24,55,51,45,54,17,22,25,0.5342465753424658,2.0,0,128,589,False,False,False
52,52,70000,1000,30,188,83,1.0,3,2,1,58.0,37.0,47.0,44.0,48.0,68.0,38,30,46,57,27,43,36,31,50,42,63,53,53,45,50,55,64,65,76,39,55,45,32,42,43,40,50,46,54,0.6246575342465753,0.0,0,336,1140,True,True,False
58,63,300000,650,24,191,91,4.0,3,2,1,54.0,56.0,43.0,54.0,25.0,70.0,29,59,66,53,56,55,38,25,40,55,51,56,53,49,42,55,75,53,84,49,55,23,58,48,58,56,16,25,15,1.095890410958904,1.0,0,1329,589,True,False,False
57,57,180000,500,27,180,78,4.0,3,2,1,71.0,56.0,43.0,57.0,19.0,54.0,40,57,54,46,52,56,42,33,35,57,72,70,68,53,62,56,66,61,61,54,27,12,56,49,58,44,14,19,12,1.210958904109589,1.0,0,1329,589,True,False,False
51,66,130000,1000,18,189,85,1.0,3,2,1,59.0,34.0,46.0,49.0,45.0,64.0,34,29,51,56,31,51,41,37,53,47,63,56,53,54,46,51,66,49,75,28,53,48,33,40,43,37,39,45,54,0.2191780821917808,4.0,0,833,888,True,False,True
56,71,325000,1000,18,176,67,1.0,2,2,1,63.0,50.0,52.0,59.0,34.0,39.0,43,54,42,57,38,58,48,44,52,59,64,62,69,49,72,45,34,47,34,48,42,31,52,53,46,52,34,35,29,0.6328767123287671,3.0,0,263,429,True,False,True
61,61,275000,700,28,188,76,4.0,3,2,1,54.0,29.0,40.0,46.0,61.0,73.0,28,25,60,49,23,41,33,29,42,48,55,54,43,59,60,40,64,71,79,24,65,60,31,38,35,54,61,61,60,0.15342465753424658,2.0,0,241,589,True,True,False
59,66,450000,850,21,173,69,1.0,3,3,1,79.0,51.0,52.0,62.0,19.0,39.0,54,54,43,58,49,60,49,25,50,60,81,77,79,50,75,47,46,52,35,47,33,22,52,50,58,56,18,13,10,2.717808219178082,1.0,0,263,429,True,False,True
57,68,375000,2000,20,175,73,1.0,3,2,1,62.0,58.0,47.0,56.0,23.0,47.0,40,61,60,56,49,54,36,37,39,56,60,63,64,52,73,54,59,55,51,55,25,19,61,47,59,49,21,18,15,1.7178082191780821,0.0,0,66,81,True,False,False
67,67,275000,8000,35,186,85,1.0,2,2,1,54.0,23.0,41.0,41.0,69.0,71.0,48,21,65,52,25,38,26,27,39,35,55,53,44,63,46,31,76,51,84,19,64,67,20,23,35,62,69,72,70,0.19726027397260273,0.0,0,954,81,True,True,False
57,65,375000,1000,22,186,75,2.0,3,3,1,66.0,56.0,47.0,60.0,19.0,58.0,41,61,49,53,46,60,48,38,46,62,65,67,65,49,61,57,60,58,67,49,33,11,52,43,53,56,14,22,15,0.10410958904109589,3.0,0,60,430,True,False,False
57,78,525000,1000,17,187,76,2.0,3,2,1,64.0,55.0,43.0,55.0,26.0,57.0,36,59,56,53,44,53,39,31,29,58,63,65,57,52,57,55,64,58,63,47,41,25,56,48,55,51,21,23,20,0.3643835616438356,4.0,0,147,474,True,False,False
58,75,500000,4000,17,177,68,1.0,4,2,1,55.0,58.0,45.0,53.0,18.0,61.0,39,62,61,50,51,52,45,34,39,52,53,57,58,53,71,60,66,56,70,46,44,12,61,50,62,49,13,13,14,1.210958904109589,1.0,1,303,888,False,False,False
59,69,450000,1000,20,183,75,2.0,3,2,1,60.0,31.0,45.0,52.0,60.0,57.0,43,30,59,57,27,48,29,28,52,56,59,61,47,58,65,39,60,63,57,29,51,57,27,29,32,49,60,62,60,0.07397260273972603,3.0,0,996,474,True,True,False
59,72,525000,700,19,189,77,1.0,4,3,1,77.0,55.0,53.0,56.0,22.0,54.0,52,58,32,56,42,57,36,35,52,58,75,78,54,54,51,56,55,55,61,51,33,16,56,57,51,45,22,22,20,0.0958904109589041,4.0,0,361,383,False,False,True
66,75,1800000,6000,21,193,76,1.0,4,2,1,62.0,25.0,41.0,41.0,66.0,65.0,29,17,69,57,30,32,29,24,43,45,63,62,49,62,45,40,77,42,77,22,63,65,27,33,34,49,63,69,68,1.210958904109589,1.0,1,996,762,True,True,False
65,65,350000,3000,33,185,84,1.0,4,2,1,41.0,22.0,45.0,52.0,64.0,74.0,24,20,69,59,19,50,34,15,59,54,42,41,48,63,53,33,72,63,82,15,68,63,28,43,20,57,64,64,62,5.605479452054794,0.0,0,147,714,True,True,False
58,75,550000,2000,20,180,70,1.0,3,2,1,70.0,57.0,41.0,57.0,18.0,57.0,32,61,53,46,49,55,34,32,39,56,66,74,70,56,64,55,59,59,59,52,50,13,60,45,61,48,19,10,12,2.3315068493150686,5.0,0,303,888,True,False,False
65,65,475000,7000,32,188,86,1.0,2,2,1,52.0,29.0,34.0,44.0,64.0,74.0,27,27,68,40,29,29,25,27,33,58,51,52,43,68,55,37,72,67,77,23,75,67,23,33,38,58,57,69,63,0.6136986301369863,0.0,0,149,128,False,True,False
61,64,375000,500,26,186,82,3.0,3,2,1,56.0,24.0,41.0,47.0,62.0,64.0,20,20,69,57,28,37,31,30,52,49,57,56,63,53,72,29,70,55,70,18,59,60,42,31,39,56,60,64,56,0.049315068493150684,2.0,0,996,486,True,True,False
59,59,190000,550,29,188,78,1.0,3,2,1,56.0,30.0,41.0,44.0,58.0,64.0,37,21,61,50,23,32,33,35,44,51,55,57,60,55,58,45,66,62,67,35,60,58,37,28,34,45,57,59,56,0.15342465753424658,3.0,0,252,403,True,True,False
60,64,300000,500,25,189,70,4.0,3,2,1,63.0,24.0,44.0,45.0,60.0,66.0,30,18,58,54,30,34,24,36,52,54,63,63,52,59,55,35,70,69,72,21,47,58,29,41,35,60,61,60,59,1.2191780821917808,1.0,0,323,589,True,True,False
53,68,220000,500,19,181,71,1.0,3,2,1,64.0,48.0,47.0,54.0,35.0,50.0,37,49,47,54,31,51,32,35,50,54,67,61,67,50,66,51,51,36,54,45,59,43,54,49,43,40,25,34,42,0.4986301369863014,1.0,0,361,383,True,False,True
57,70,375000,950,18,176,74,2.0,3,2,1,68.0,27.0,49.0,54.0,54.0,53.0,54,24,38,54,24,62,35,30,49,39,67,69,54,53,72,28,46,61,52,29,47,53,41,44,35,50,55,59,57,0.2191780821917808,2.0,0,252,474,False,True,False
58,58,200000,950,30,180,75,1.0,3,3,1,56.0,59.0,41.0,55.0,20.0,58.0,35,63,58,44,60,51,47,29,32,58,55,56,63,56,64,58,62,66,63,52,35,15,62,48,57,55,13,19,14,1.5534246575342465,0.0,0,365,382,True,False,False
52,57,110000,500,25,169,65,1.0,3,2,1,63.0,31.0,46.0,50.0,45.0,54.0,56,25,41,43,28,49,53,55,40,46,68,59,60,45,84,38,51,71,48,35,49,45,39,40,31,41,40,49,48,2.1780821917808217,3.0,0,255,1140,False,True,False
62,69,750000,500,22,186,72,4.0,2,2,1,63.0,26.0,42.0,39.0,62.0,71.0,25,21,62,56,26,31,31,27,51,43,62,64,40,59,57,36,72,74,72,24,62,60,27,32,33,49,62,64,62,1.2191780821917808,1.0,0,128,589,True,True,False
56,57,170000,4000,26,172,68,1.0,3,2,1,69.0,48.0,49.0,59.0,26.0,54.0,49,51,35,54,39,57,42,34,49,59,70,69,74,48,72,50,51,58,60,43,34,23,50,48,46,48,26,27,20,2.147945205479452,4.0,0,303,888,True,False,True
61,67,475000,4000,24,196,94,1.0,3,2,1,47.0,36.0,41.0,45.0,60.0,70.0,31,32,54,49,32,39,41,28,42,47,39,53,53,59,38,43,64,51,83,38,65,62,34,40,36,54,60,61,61,1.2191780821917808,2.0,0,131,73,True,True,False
59,67,500000,2000,20,181,71,1.0,3,2,1,72.0,58.0,43.0,58.0,17.0,54.0,33,61,54,52,53,58,37,48,30,60,71,72,57,57,66,56,66,59,62,57,26,12,55,47,55,45,15,10,16,0.6328767123287671,3.0,0,346,274,True,False,False
54,67,250000,500,19,184,75,3.0,3,2,1,75.0,51.0,42.0,53.0,18.0,59.0,42,52,54,45,47,52,40,46,34,50,74,75,65,53,64,54,66,54,61,48,57,17,54,44,52,51,13,11,16,1.2191780821917808,1.0,0,1329,604,True,False,False
65,74,1500000,2000,21,190,80,1.0,3,2,1,52.0,26.0,44.0,50.0,65.0,63.0,32,20,66,61,33,47,25,26,50,61,51,52,32,61,42,41,66,52,67,23,66,63,22,31,37,46,65,67,65,2.095890410958904,2.0,0,642,607,False,True,False
56,56,140000,2000,30,180,75,1.0,3,2,1,81.0,55.0,35.0,55.0,19.0,65.0,31,60,45,37,35,52,36,29,25,54,81,81,79,45,65,49,75,62,79,53,30,19,60,43,57,43,18,14,15,3.421917808219178,0.0,0,336,1140,True,False,False
57,82,525000,550,17,175,69,1.0,4,2,1,70.0,52.0,51.0,57.0,26.0,48.0,52,55,35,51,37,54,41,40,53,57,70,70,62,50,74,54,45,52,51,45,34,25,55,54,48,54,23,26,27,0.5835616438356165,2.0,0,274,269,True,False,True
57,69,400000,3000,20,187,81,1.0,2,2,1,60.0,59.0,38.0,60.0,24.0,52.0,39,59,51,41,67,62,61,35,22,61,59,61,61,39,56,63,60,34,65,56,40,21,56,41,53,53,22,21,17,1.0520547945205478,1.0,0,131,431,True,False,False
57,68,325000,2000,19,185,73,4.0,3,2,1,69.0,25.0,41.0,49.0,54.0,72.0,39,24,53,46,23,46,43,20,43,47,65,73,57,54,62,30,70,69,78,16,60,54,34,37,34,58,52,56,53,1.210958904109589,1.0,1,128,589,False,True,False
61,75,750000,700,20,193,81,1.0,3,2,1,66.0,27.0,43.0,51.0,59.0,65.0,29,22,64,57,28,51,30,27,52,57,63,69,40,57,43,40,70,61,69,22,58,60,24,31,34,45,56,61,59,0.11232876712328767,3.0,0,387,381,False,True,False
57,64,325000,1000,24,178,73,1.0,3,2,1,58.0,59.0,40.0,54.0,30.0,57.0,27,63,53,48,44,53,39,30,40,53,63,54,57,55,64,64,61,51,61,46,52,21,60,40,59,44,34,29,19,1.5917808219178082,0.0,0,359,714,True,False,False
52,66,200000,2000,21,170,70,1.0,2,2,1,64.0,40.0,50.0,50.0,41.0,48.0,45,33,42,57,31,47,44,36,47,48,62,66,56,49,81,52,34,60,40,40,58,39,52,49,44,38,39,43,44,0.2191780821917808,1.0,0,303,888,True,False,True
60,73,575000,4000,22,188,75,1.0,3,2,1,52.0,31.0,39.0,42.0,63.0,57.0,30,23,65,48,37,36,31,36,36,45,53,51,41,56,66,46,61,60,56,26,57,60,33,36,45,43,56,72,65,0.08493150684931507,2.0,0,930,488,True,True,False
60,73,550000,700,20,190,76,1.0,3,2,1,75.0,28.0,39.0,50.0,57.0,68.0,23,21,57,55,27,49,29,22,47,51,73,76,49,56,51,36,77,57,76,32,57,58,26,26,36,48,56,58,56,1.095890410958904,3.0,0,128,383,True,True,False
56,71,350000,700,19,181,71,1.0,3,2,1,79.0,53.0,46.0,57.0,17.0,53.0,32,55,49,53,50,56,39,28,47,57,77,80,67,53,66,52,59,57,54,51,45,13,52,51,55,50,11,15,12,0.7150684931506849,3.0,0,361,383,True,False,False
51,61,120000,1000,22,173,69,1.0,3,2,1,60.0,36.0,46.0,53.0,48.0,53.0,43,35,45,51,30,49,32,38,47,53,64,56,69,49,73,42,44,68,46,29,52,49,38,43,45,39,45,51,50,0.2,0.0,0,336,1140,True,False,True
60,64,300000,600,25,190,83,4.0,2,2,1,55.0,31.0,37.0,45.0,60.0,65.0,30,26,60,45,31,39,31,33,38,47,59,52,50,58,60,42,71,56,74,30,54,59,33,34,41,51,62,59,59,2.2164383561643834,1.0,0,1329,589,True,True,False
55,58,150000,500,24,184,79,1.0,4,2,1,55.0,37.0,45.0,42.0,52.0,70.0,44,36,50,50,31,38,34,25,42,39,53,56,54,48,52,38,72,69,75,39,57,54,42,46,34,50,50,55,49,0.019178082191780823,1.0,0,255,1140,True,True,False
53,66,200000,500,17,185,76,1.0,2,2,1,66.0,39.0,48.0,53.0,48.0,51.0,52,37,45,52,40,54,48,42,40,55,63,68,58,44,47,44,52,48,56,36,42,47,42,43,36,41,50,47,49,0.6356164383561644,2.0,0,263,429,False,True,False
52,61,180000,850,21,180,66,1.0,3,2,1,66.0,45.0,48.0,53.0,25.0,61.0,49,42,34,50,47,53,45,42,42,48,65,66,65,42,68,55,50,63,63,39,54,25,52,50,48,49,22,25,24,2.7260273972602738,5.0,0,365,382,True,False,True
62,70,825000,800,24,187,79,1.0,3,2,1,57.0,26.0,42.0,52.0,61.0,68.0,29,22,62,58,21,51,28,28,48,54,59,56,42,58,54,33,71,65,72,24,59,61,28,30,36,56,60,62,60,1.5972602739726027,2.0,0,361,383,True,True,False
52,64,190000,2000,20,173,70,1.0,3,2,1,70.0,49.0,41.0,52.0,31.0,57.0,37,52,51,46,40,50,39,50,33,50,70,70,66,46,68,51,62,49,61,42,54,29,53,42,45,44,30,28,25,4.421917808219178,3.0,0,303,888,True,False,False
68,68,1000000,2000,30,190,80,2.0,2,2,1,34.0,27.0,50.0,45.0,68.0,68.0,32,21,70,69,30,36,23,28,61,56,35,33,37,67,37,44,69,40,81,21,68,67,24,41,35,62,68,70,66,3.2,2.0,0,558,491,True,True,False
60,71,550000,1000,22,188,75,1.0,3,3,1,47.0,63.0,47.0,61.0,24.0,41.0,41,62,66,54,43,62,42,43,37,63,45,48,55,59,61,66,47,50,40,64,31,20,63,51,75,52,17,23,16,0.049315068493150684,3.0,0,1,460,True,False,False
53,67,210000,700,18,170,55,1.0,2,2,1,54.0,35.0,48.0,49.0,51.0,59.0,43,30,54,54,32,48,41,42,49,50,53,55,46,45,65,49,58,52,64,32,57,52,32,45,39,46,48,54,50,0.2136986301369863,4.0,0,53,297,True,False,True
53,66,230000,800,21,188,80,1.0,2,2,1,71.0,49.0,38.0,50.0,29.0,66.0,37,51,56,40,45,51,38,38,32,46,67,74,57,52,54,53,71,59,75,40,50,28,52,41,47,48,25,27,22,0.12602739726027398,1.0,0,274,269,False,False,False
56,72,350000,500,18,182,70,3.0,4,3,1,71.0,50.0,50.0,59.0,23.0,46.0,51,51,40,54,41,60,53,56,42,59,72,70,62,49,63,50,45,52,46,49,39,21,51,48,48,53,20,23,22,0.36164383561643837,2.0,0,227,486,True,False,False
62,63,375000,1000,28,192,85,1.0,3,2,1,53.0,36.0,41.0,44.0,61.0,69.0,35,28,64,52,28,37,25,24,42,52,52,53,49,55,34,57,71,58,76,40,65,61,28,33,30,50,61,60,58,0.6767123287671233,3.0,0,200,403,False,True,False
68,69,1200000,2000,27,187,83,2.0,2,2,1,62.0,26.0,40.0,39.0,71.0,69.0,21,18,68,57,24,26,28,20,53,53,62,62,42,51,50,41,74,60,73,28,68,70,26,28,30,49,72,72,70,3.1616438356164385,3.0,0,558,491,True,True,False
64,66,600000,3000,28,193,87,1.0,2,2,1,39.0,30.0,43.0,56.0,62.0,75.0,25,32,62,57,23,59,26,25,52,61,40,39,39,55,36,33,70,59,85,23,71,63,36,39,36,49,62,61,61,1.6712328767123288,2.0,0,361,1140,True,True,False
53,58,130000,2000,25,180,75,1.0,3,2,1,67.0,34.0,43.0,55.0,50.0,51.0,51,32,42,43,35,54,39,30,41,53,63,70,70,55,69,31,51,34,60,35,50,54,52,43,32,38,48,52,50,0.6767123287671233,0.0,0,336,1140,False,True,False
64,64,190000,1000,34,193,84,3.0,3,2,1,30.0,43.0,41.0,39.0,66.0,67.0,36,40,72,50,25,31,31,21,43,44,29,30,34,57,46,62,68,47,74,35,72,63,42,37,44,63,65,67,64,1.1424657534246576,1.0,0,996,486,True,True,False
57,76,400000,1000,18,188,75,1.0,3,2,1,60.0,35.0,41.0,48.0,59.0,59.0,30,31,54,49,33,44,32,28,44,50,59,61,55,54,60,47,60,56,64,31,50,60,29,43,45,49,59,60,57,1.2191780821917808,4.0,0,396,456,True,True,False
57,70,375000,2000,19,179,74,1.0,2,2,1,69.0,24.0,44.0,48.0,56.0,59.0,48,22,53,50,21,41,30,31,49,51,68,70,67,44,69,23,60,58,59,25,61,54,33,34,38,46,54,59,57,0.1589041095890411,3.0,0,54,1140,False,True,False
57,64,300000,500,19,184,70,1.0,2,2,1,57.0,27.0,46.0,50.0,57.0,57.0,48,24,56,48,22,50,42,29,44,47,58,56,53,55,59,30,56,57,53,24,68,57,49,45,38,50,56,58,56,2.2054794520547945,0.0,0,323,229,True,True,False
57,73,425000,3000,19,182,72,1.0,3,2,1,67.0,56.0,43.0,57.0,19.0,54.0,38,60,55,49,50,56,42,30,32,57,66,68,64,47,61,59,62,56,58,47,38,15,57,48,58,52,15,15,15,0.8958904109589041,1.0,0,263,888,True,False,False
49,57,100000,1000,20,171,63,1.0,3,2,1,60.0,43.0,47.0,50.0,41.0,50.0,36,38,48,56,36,46,35,39,49,51,59,60,56,48,74,55,43,56,47,42,52,49,53,46,41,42,38,36,45,0.11232876712328767,3.0,0,2,888,True,False,True
65,71,1000000,2000,23,190,74,1.0,2,2,1,57.0,29.0,37.0,43.0,67.0,65.0,29,22,64,48,30,30,30,30,32,56,55,58,47,57,52,44,67,60,68,25,63,61,27,32,45,46,64,73,71,1.2191780821917808,2.0,0,642,460,False,True,False
61,61,325000,3000,29,187,82,1.0,3,2,1,36.0,68.0,36.0,47.0,30.0,63.0,32,71,72,43,53,45,34,35,23,43,38,34,40,64,50,72,74,40,80,63,47,35,66,37,56,82,19,23,28,0.2547945205479452,3.0,0,642,252,True,False,False
57,69,375000,4000,21,174,65,1.0,1,2,1,65.0,31.0,50.0,53.0,51.0,59.0,52,30,43,52,20,50,29,25,53,55,68,62,66,52,52,38,63,67,60,24,47,55,40,52,35,45,45,55,52,0.10136986301369863,5.0,0,303,888,True,True,False
61,72,675000,2000,20,187,82,1.0,2,2,1,59.0,29.0,42.0,48.0,62.0,61.0,38,26,59,52,34,43,35,30,41,55,58,59,42,57,52,36,64,59,65,22,55,63,32,32,39,42,62,64,60,3.7013698630136984,2.0,0,20,460,False,True,False
55,67,300000,2000,20,171,73,1.0,2,2,1,56.0,32.0,48.0,51.0,52.0,53.0,36,29,48,55,26,47,38,39,51,54,56,56,50,60,70,38,48,50,54,32,55,58,35,48,43,44,54,50,48,0.7150684931506849,2.0,0,95,128,True,False,True
54,55,110000,2000,27,180,71,1.0,2,2,1,74.0,25.0,39.0,51.0,51.0,62.0,40,20,50,43,25,46,32,25,38,50,71,76,72,50,73,35,64,63,60,22,64,50,38,38,30,40,55,50,45,5.161643835616438,1.0,0,336,1140,True,True,False
66,71,1100000,1000,26,192,89,3.0,3,2,1,52.0,27.0,43.0,43.0,65.0,77.0,43,22,66,56,25,36,25,22,40,52,49,55,33,58,36,45,76,60,89,20,67,58,29,32,30,54,66,69,62,4.336986301369863,3.0,0,996,486,True,True,False
59,64,350000,750,23,196,90,4.0,2,2,1,65.0,58.0,44.0,53.0,20.0,70.0,28,60,59,53,41,54,37,38,38,57,62,67,39,55,42,61,76,62,83,52,44,12,60,52,58,59,16,18,14,1.632876712328767,1.0,0,1329,589,True,False,False
67,69,1100000,4000,27,191,90,1.0,2,2,1,52.0,26.0,39.0,42.0,66.0,78.0,20,22,69,56,24,35,29,22,46,50,53,52,36,70,35,39,85,66,85,21,74,62,21,31,33,49,67,67,61,1.7178082191780821,2.0,0,359,714,True,True,False
52,72,220000,750,19,175,66,1.0,3,2,1,62.0,38.0,50.0,47.0,47.0,53.0,31,34,46,61,34,43,31,32,61,50,61,63,55,53,55,48,48,61,50,36,50,50,48,49,35,43,50,43,48,1.7671232876712328,0.0,0,359,714,True,False,True
57,70,375000,900,20,174,65,2.0,2,2,1,63.0,29.0,44.0,50.0,57.0,60.0,49,29,55,53,21,44,25,31,51,51,68,59,59,53,79,35,65,57,62,21,55,54,31,28,33,39,56,60,62,1.2191780821917808,3.0,0,141,430,True,True,False
53,60,180000,850,24,191,83,1.0,2,2,1,68.0,34.0,41.0,51.0,50.0,67.0,43,33,45,43,30,51,39,30,39,48,69,67,59,48,52,35,67,60,78,31,49,49,47,38,41,46,50,51,51,1.2191780821917808,1.0,0,69,297,True,True,False
69,72,1600000,6000,27,191,84,2.0,2,2,1,39.0,28.0,40.0,47.0,68.0,81.0,26,22,68,51,21,42,23,24,50,52,40,38,36,64,40,45,73,68,89,24,78,67,26,35,31,64,68,70,68,0.18904109589041096,4.0,0,31,474,False,True,False
60,62,275000,500,23,188,88,4.0,2,2,1,64.0,24.0,37.0,49.0,57.0,76.0,36,18,56,42,21,49,25,20,42,45,64,64,56,55,58,37,76,63,84,24,70,56,28,32,32,51,55,59,57,1.1232876712328768,1.0,0,1329,589,True,True,False
56,67,300000,500,21,188,70,4.0,2,2,1,60.0,26.0,45.0,51.0,54.0,64.0,49,21,55,49,31,49,32,23,48,52,57,62,52,52,60,38,64,58,69,21,60,52,35,38,34,44,54,56,54,1.63013698630137,2.0,0,1329,589,False,True,False
58,70,475000,750,19,190,78,1.0,3,3,1,69.0,48.0,54.0,62.0,21.0,43.0,52,53,25,55,43,63,60,54,49,63,70,68,72,40,72,48,35,56,43,38,31,16,53,58,47,42,22,21,28,1.210958904109589,1.0,1,252,403,True,False,True
58,58,170000,550,29,179,73,1.0,2,2,1,58.0,26.0,44.0,47.0,56.0,70.0,46,19,60,54,26,42,38,21,47,50,59,58,61,42,53,36,80,68,74,25,60,50,34,30,35,43,54,61,59,1.0493150684931507,1.0,0,255,1140,True,True,False
61,61,60000,500,38,191,88,4.0,3,2,1,34.0,39.0,43.0,42.0,59.0,71.0,24,35,62,52,25,39,31,42,50,43,34,34,40,56,33,44,68,50,82,44,72,59,38,42,49,57,62,57,57,5.035616438356165,1.0,0,1329,589,True,True,False
54,63,220000,500,23,176,70,1.0,3,2,1,66.0,33.0,42.0,49.0,50.0,66.0,45,32,49,47,22,45,33,22,44,46,59,72,69,54,59,34,68,59,70,32,65,50,42,36,34,45,50,50,52,0.6164383561643836,4.0,0,255,1140,False,True,False
47,53,70000,550,19,184,75,1.0,2,2,1,65.0,37.0,46.0,47.0,42.0,60.0,41,33,47,54,32,47,39,32,47,41,64,66,58,55,58,47,56,62,63,30,53,37,54,42,42,41,38,44,49,1.7123287671232876,3.0,0,365,382,False,False,True
59,65,325000,700,23,191,78,1.0,2,2,1,69.0,28.0,37.0,47.0,61.0,62.0,30,22,62,45,29,45,28,34,39,42,68,70,61,48,64,43,71,58,68,23,50,60,24,31,42,43,60,62,61,1.641095890410959,2.0,0,642,429,False,True,False
59,74,500000,1000,18,184,70,1.0,2,2,1,56.0,31.0,43.0,53.0,62.0,54.0,32,26,65,58,31,54,31,31,45,55,57,56,45,48,61,45,59,60,50,28,55,60,24,32,42,54,59,65,63,0.2191780821917808,2.0,0,14,419,True,True,False
55,55,110000,500,29,178,70,1.0,4,2,1,56.0,36.0,47.0,49.0,54.0,56.0,49,33,35,47,35,49,42,29,45,47,57,55,56,53,57,41,45,57,58,39,53,54,43,52,34,44,57,56,54,1.2794520547945205,2.0,0,255,1140,False,True,False
60,74,600000,1000,21,188,80,1.0,3,3,1,52.0,59.0,43.0,57.0,24.0,63.0,32,64,65,50,42,58,34,38,38,63,50,54,47,53,47,60,66,61,70,51,49,20,61,49,57,48,17,22,21,1.6986301369863013,1.0,0,359,714,True,False,False
59,63,275000,900,25,187,80,2.0,2,2,1,57.0,23.0,53.0,52.0,58.0,64.0,46,17,56,62,22,49,24,26,58,56,51,61,47,58,48,31,65,49,73,22,60,57,42,54,30,55,55,62,58,3.221917808219178,1.0,0,141,430,True,False,True
57,72,375000,500,17,178,70,3.0,4,3,1,70.0,49.0,55.0,60.0,27.0,37.0,56,55,31,58,43,59,51,38,52,57,70,70,76,55,72,47,33,49,33,41,31,31,45,55,45,41,29,23,22,0.7150684931506849,2.0,0,996,486,True,False,False
66,73,1600000,4000,23,185,76,1.0,3,2,1,56.0,27.0,38.0,41.0,67.0,68.0,23,23,65,49,26,26,23,26,43,55,55,56,47,63,60,35,70,62,72,26,66,65,28,36,32,47,67,70,65,0.7013698630136986,2.0,0,227,96,True,True,False
54,69,240000,2000,18,187,80,1.0,3,2,1,50.0,35.0,51.0,52.0,50.0,55.0,42,27,54,55,26,49,43,38,56,57,48,51,46,55,50,50,52,45,58,39,62,49,42,52,37,52,44,57,49,0.13150684931506848,3.0,0,104,1140,True,False,True
56,76,400000,6000,19,175,73,4.0,3,2,1,69.0,52.0,52.0,58.0,29.0,35.0,56,52,37,52,45,58,53,46,44,55,73,66,69,52,70,56,38,34,36,51,31,26,52,53,47,51,24,33,28,1.210958904109589,1.0,1,1329,589,True,False,True
62,72,825000,700,22,192,84,3.0,2,2,1,60.0,33.0,42.0,46.0,61.0,70.0,38,39,65,59,21,40,28,29,44,55,68,53,39,58,44,35,78,59,80,24,55,59,22,22,26,46,61,61,59,2.526027397260274,1.0,0,148,486,True,True,False
59,70,475000,3000,21,186,82,1.0,3,2,1,60.0,27.0,41.0,48.0,59.0,65.0,45,24,63,49,32,45,31,28,41,51,55,64,57,48,55,40,67,58,70,20,60,51,21,29,33,40,50,68,66,1.2191780821917808,3.0,0,102,888,False,True,False
64,76,1300000,11000,20,192,83,2.0,4,2,1,51.0,29.0,46.0,46.0,63.0,69.0,29,23,66,57,21,45,39,22,60,49,43,58,38,60,41,45,69,55,79,28,62,61,25,43,33,50,63,64,60,1.210958904109589,1.0,1,365,474,True,True,False
52,67,180000,750,17,178,76,1.0,3,2,1,66.0,48.0,46.0,53.0,38.0,52.0,47,53,42,48,41,51,46,35,43,52,68,64,63,51,67,45,53,34,63,41,45,35,51,46,39,42,37,41,37,0.7150684931506849,3.0,0,336,1140,True,False,True
